Date,Total CPI,Food and non-alcoholic beverages,"Alcoholic beverages, tobacco and narcotics",Clothing and footwear,"Housing, water, electricity, and fuel",Household goods and services,Health,Transportation,Communication,Recreation and culture,Education,Restaurants and hotels,Miscellaneous goods and services,All items (non-food non-energy),Energy,Services,Services less housing,Housing excluding imputed rentals for housing,Actual rentals for housing,Water supply and misc. services relating to dwelling,"Electricity, gas and other fuels",Maintenance and repair of the dwelling
2022-08-01,114.5044807,130.1212,106.7397,108.7847,110.4132,115.7518,104.6541,117.652,94.99414,106.1208,105.1983,125.1591,120.991,111.9707,112.7525,114.4057,114.5527,114.3895,107.8752,135.3533,95.97958,134.1694
2022-09-01,114.8312749,131.825,106.4604,108.8056,111.9417,115.2476,104.4776,115.7318,95.27981,105.322,105.1265,125.1146,121.42299999999999,111.8226,114.3084,114.1806,114.2322,114.4762,108.0004,135.05700000000002,102.8615,134.6054
2022-10-01,115.1264439,130.3029,106.6052,108.94200000000001,114.1105,115.8698,104.976,115.3517,96.09872,105.3322,105.1163,125.5258,121.9215,112.2457,117.1179,114.4378,114.4672,114.8232,108.0733,136.3409,111.87799999999999,134.947
2022-11-01,115.0104846,127.7359,106.5328,112.1839,114.0486,116.3096,104.9968,115.4417,96.09872,105.3928,105.0548,125.7259,122.3647,112.5102,117.3224,114.4164,114.4672,114.7365,108.1985,135.378,111.8951,135.0766
2022-12-01,115.2002361,128.9513,106.5846,112.4147,114.1932,116.9103,104.9449,113.1615,96.09872,106.505,105.2906,126.515,123.0072,112.8276,114.6018,114.7486,114.8198,114.9534,108.2715,136.3162,111.6987,135.1237
2023-01-01,116.0646596,131.0412,106.38799999999999,112.6874,115.4118,118.294,106.056,112.3514,96.09872,107.2329,105.7929,127.1597,125.1673,113.5047,115.2064,115.5096,115.7705,115.0835,108.3444,137.3162,116.4204,135.6304
2023-02-01,116.3598286,131.6546,106.8845,112.7609,116.0315,119.2594,106.1599,111.3913,96.10825,107.2633,106.039,127.8154,125.4775,113.8326,114.4329,115.9169,116.0376,115.95100000000001,108.334,141.7481,116.2496,135.9485
2023-03-01,116.54958,132.2793,106.9569,113.1491,115.639,119.35600000000001,106.2118,110.8813,96.11777,107.5666,106.6951,128.749,125.8541,114.0548,113.7038,116.1634,116.49700000000001,115.4956,108.2819,139.4025,116.0703,136.4551
2023-04-01,116.802582,131.6432,106.9673,113.1386,115.6597,120.1176,105.8172,111.8014,96.1273,107.971,106.9412,129.6937,127.117,114.3827,114.5929,116.6565,117.1273,115.5498,108.2506,139.7235,115.9764,136.6907
2023-05-01,117.1504598,131.7454,106.7811,117.0308,116.238,120.8899,105.9314,111.5313,96.1273,108.1429,107.0335,130.0827,126.6074,114.7953,115.0286,116.8601,117.3837,115.6148,108.1985,140.1062,118.4867,137.1738
2023-06-01,117.139918,132.0975,107.0604,116.9259,116.8164,120.7612,106.3364,109.7512,96.14634000000001,108.2845,107.0745,130.3161,126.8068,114.9011,113.935,116.9673,117.5012,115.6691,108.1255,140.5877,121.0226,137.4447
2023-07-01,117.224252,133.2334,107.1121,117.0728,115.4118,121.0615,106.4091,110.2612,96.14634000000001,108.7597,107.095,131.083,127.1392,115.2185,110.4143,117.3531,118.0139,115.6148,108.0629,140.526,114.4907,137.81
2023-08-01,118.4154697,136.9021,107.1431,117.1672,115.5151,121.4799,106.5025,114.1016,96.15586,109.1135,107.095,131.5943,127.6044,115.48299999999999,115.2508,117.6318,118.3451,115.7341,108.0629,141.1062,114.5932,137.9867
2023-09-01,119.1112251,139.0943,106.8328,117.1672,117.0126,121.6515,106.4506,115.2917,96.35583000000001,108.8203,107.1257,131.1053,127.7263,115.3349,121.1898,117.4175,118.07799999999999,115.6907,108.0733,140.8593,121.7312,138.1988
2023-10-01,119.5118116,139.5373,107.2259,117.8282,117.3947,122.0698,106.5752,117.3019,96.37487,108.881,107.1873,131.3498,127.6709,115.7369,122.0434,117.7497,118.3772,116.1028,108.0838,142.8345,122.0472,138.3873
2023-11-01,118.8476814,136.07299999999998,108.4154,119.0767,117.3018,121.6622,106.7518,114.9917,96.39392,108.426,107.1155,131.5721,127.693,115.7369,119.6251,117.6747,118.3237,115.9618,108.1672,141.8345,122.0557,138.5758
2023-12-01,116.6962846,136.9362,108.6223,119.1501,117.4464,122.2951,106.7829,112.9015,96.40344,108.5372,107.1565,132.1278,128.0365,115.9485,116.5933,117.9105,118.5588,116.1787,108.1672,142.995,121.9105,138.67
2024-01-01,117.1136727,138.799,107.9913,119.1921,117.5703,122.0055,107.9771,111.9814,96.40344,108.5372,107.6076,132.3612,131.1382,116.3822,115.0463,118.4893,119.3066,116.2112,108.1672,143.9456,121.7825,138.8585
2024-02-01,117.6923243,140.798,107.9189,119.213,117.9628,122.22,108.0602,113.6516,96.40344,109.6089,107.7409,132.6946,130.9942,116.7313,116.5311,118.8001,119.5523,116.7534,108.1985,146.5381,121.7825,139.0588
2024-03-01,117.8535878,141.0934,108.0224,119.234,117.8492,123.0245,108.2575,114.0116,96.40344,109.154,108.0895,133.1281,131.2601,116.816,117.43799999999999,118.8751,119.6912,116.5799,108.2298,145.42700000000002,121.8081,139.2827
2024-04-01,117.9105044,139.4237,108.3017,119.1711,117.8905,123.0352,108.2679,115.0317,96.40344,109.6494,108.4278,133.5282,131.9801,117.0699,118.4159,119.2074,120.1078,116.6233,108.26100000000001,145.4517,121.8252,139.6126
2024-05-01,117.9958792,138.4582,108.0534,119.916,118.0041,122.7992,108.5379,115.7518,96.47961,110.0134,108.5713,133.795,131.9691,117.3344,118.6293,119.4968,120.439,116.7643,108.3236,145.9085,121.8081,139.8364
2024-06-01,117.7492408,137.0725,108.1362,119.9265,118.1796,122.6812,108.2575,114.0216,96.47961,109.9426,108.5816,134.2284,132.5229,117.3767,116.7889,119.5182,120.4176,116.992,108.3966,146.9331,121.7483,139.7186
2024-07-01,118.0243375,138.0493,108.31200000000001,119.9999,116.7751,123.7325,108.2783,116.0118,96.47961,110.6604,108.8584,134.8397,132.6891,117.7152,115.6153,120.0005,121.0586,116.9161,108.4487,146.3529,115.3872,139.9189
2024-08-01,118.4132672,139.6963,108.1879,120.0628,117.6529,123.7325,108.3821,116.1818,96.47961,110.5593,109.0942,135.2065,132.0798,117.8527,117.0201,120.2792,121.315,117.2739,108.5321,147.859,118.2732,140.0485
2024-09-01,118.5176142,141.6613,108.0741,120.0628,119.1401,123.3034,108.5171,113.9116,96.47961,110.0639,109.1967,134.5063,131.7918,117.62,117.8291,119.9469,120.8663,117.3281,108.5947,147.7479,125.0441,140.3077
2024-10-01,118.5555586,141.4455,108.281,120.43,119.295,123.829,108.4548,112.5714,96.47961,109.9123,109.24799999999999,135.1842,133.0214,117.8422,116.4511,120.17200000000001,121.0906,117.5884,108.6677,148.53799999999998,124.9587,140.7083
2024-11-01,118.2804619,137.7994,108.4154,121.1539,119.264,123.3463,108.5794,113.7016,96.47961,109.3461,109.3197,135.451,133.1544,117.8951,117.9092,120.09700000000001,120.9945,117.5233,108.7094,148.0072,125.0014,140.9675
2024-12-01,118.7642526,140.4005,108.1775,121.1644,119.4603,124.2581,108.5794,114.3316,96.49866,109.8617,109.4325,135.7955,132.6116,118.0537,118.896,120.3542,121.2829,117.7293,108.7824,148.9824,125.0612,141.0499
2025-01-01,119.52314,142.127,108.2086,121.133,119.6668,124.6121,109.4725,115.6318,96.49866,110.8424,109.8733,136.3179,136.2561,118.6356,121.0476,121.1581,122.3085,117.7944,108.8449,149.8466,125.12100000000001,141.6508
2025-02-01,119.8741253,143.6263,108.2913,121.5526,120.2865,125.084,109.4829,116.2018,96.49866,110.0942,109.9656,136.5513,136.3337,118.7943,122.0167,121.3082,122.2551,118.5751,108.9075,153.6119,125.2063,141.9335
2025-03-01,120.0733333,144.5463,108.3223,121.5631,120.0593,124.7193,109.5036,115.6818,96.50819,110.1954,111.1856,137.1293,136.8322,119.0376,120.8075,121.6297,122.7678,118.2824,108.9805,151.7231,125.1807,142.0631
2025-04-01,120.1587081,143.6603,108.3948,121.6156,120.04899999999999,126.5429,109.5867,114.5616,96.49866,111.075,111.4112,137.8072,138.4495,119.4714,119.0472,122.1227,123.4088,118.2824,109.0639,151.2169,125.1124,142.5344
